epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
196,3913.16,0.55765,0.29355,0.92219,0.99972,1,0.995,0.9944,0.1711,0.12702,0.79662,0.0093565,0.0093565,0.0093565
197,3933.74,0.53966,0.28599,0.90642,1,1,0.995,0.99362,0.17587,0.13042,0.7981,0.0093532,0.0093532,0.0093532
198,3953.77,0.54549,0.28653,0.91639,0.99972,1,0.995,0.99434,0.17247,0.12713,0.7979,0.0093499,0.0093499,0.0093499
199,3974.18,0.52689,0.27573,0.9026,1,1,0.995,0.99384,0.17551,0.12675,0.79832,0.0093466,0.0093466,0.0093466
200,3993.84,0.54315,0.28138,0.9184,0.99972,1,0.995,0.9932,0.16827,0.12331,0.79826,0.0093433,0.0093433,0.0093433
201,4013.33,0.52939,0.27406,0.90877,1,1,0.995,0.99467,0.17075,0.12448,0.79902,0.00934,0.00934,0.00934
202,4032.51,0.53713,0.28134,0.90861,0.99972,1,0.995,0.99393,0.17291,0.12251,0.79743,0.0093367,0.0093367,0.0093367
203,4052.37,0.53755,0.28457,0.91486,0.99972,1,0.995,0.99379,0.17591,0.12284,0.79748,0.0093334,0.0093334,0.0093334
204,4072.68,0.53961,0.283,0.91395,0.99972,1,0.995,0.99345,0.17468,0.12245,0.79686,0.0093301,0.0093301,0.0093301
205,4092.26,0.54797,0.28583,0.91571,0.99972,1,0.995,0.99301,0.17328,0.12464,0.79689,0.0093268,0.0093268,0.0093268
206,4111.93,0.53855,0.27959,0.91059,0.99972,1,0.995,0.99301,0.17061,0.12504,0.79682,0.0093235,0.0093235,0.0093235
207,4131.39,0.53129,0.27694,0.92056,0.99973,1,0.995,0.99389,0.17432,0.12504,0.79756,0.0093202,0.0093202,0.0093202
208,4150.69,0.55081,0.28863,0.92744,0.99973,1,0.995,0.99366,0.17298,0.11779,0.79741,0.0093169,0.0093169,0.0093169
209,4170.33,0.53678,0.27852,0.91119,1,1,0.995,0.99429,0.16673,0.11936,0.79626,0.0093136,0.0093136,0.0093136
210,4189.79,0.54428,0.28789,0.91761,0.99973,1,0.995,0.99408,0.17491,0.12311,0.79841,0.0093103,0.0093103,0.0093103
211,4209.36,0.53386,0.27788,0.90774,0.99972,1,0.995,0.99419,0.17416,0.12245,0.79736,0.009307,0.009307,0.009307
212,4228.89,0.52826,0.27799,0.911,1,1,0.995,0.9946,0.17356,0.12227,0.79752,0.0093037,0.0093037,0.0093037
213,4249.34,0.54892,0.28537,0.91994,1,1,0.995,0.993,0.17314,0.12034,0.79912,0.0093004,0.0093004,0.0093004
214,4269.75,0.54318,0.28267,0.90506,0.99972,1,0.995,0.99428,0.16905,0.12102,0.79732,0.0092971,0.0092971,0.0092971
215,4290.14,0.52951,0.27616,0.90949,0.99973,1,0.995,0.99393,0.16711,0.12115,0.79596,0.0092938,0.0092938,0.0092938
216,4310.73,0.5417,0.28092,0.90968,0.99972,1,0.995,0.99342,0.16922,0.12105,0.79654,0.0092905,0.0092905,0.0092905
217,4331.05,0.52358,0.27655,0.91023,0.99969,1,0.995,0.993,0.16843,0.12268,0.79644,0.0092872,0.0092872,0.0092872
218,4351.56,0.53099,0.28476,0.91031,0.99962,1,0.995,0.99468,0.17722,0.12559,0.79674,0.0092839,0.0092839,0.0092839
219,4371.81,0.5237,0.27958,0.91324,0.99971,1,0.995,0.99444,0.1712,0.12508,0.79652,0.0092806,0.0092806,0.0092806
220,4392.33,0.53976,0.27971,0.91279,0.99973,1,0.995,0.99427,0.16729,0.12228,0.79649,0.0092773,0.0092773,0.0092773
221,4413.11,0.5237,0.28037,0.90974,0.99972,1,0.995,0.99491,0.16654,0.12249,0.79577,0.009274,0.009274,0.009274
222,4433.58,0.52497,0.2771,0.91324,0.99972,1,0.995,0.99427,0.16486,0.12384,0.79601,0.0092707,0.0092707,0.0092707
223,4453.85,0.52083,0.27516,0.90162,0.99972,1,0.995,0.99398,0.16613,0.12331,0.79591,0.0092674,0.0092674,0.0092674
224,4473.53,0.51976,0.27343,0.90635,0.99972,1,0.995,0.99485,0.16347,0.12036,0.79618,0.0092641,0.0092641,0.0092641
225,4493.08,0.53663,0.28132,0.90912,0.99972,1,0.995,0.99489,0.16106,0.11553,0.79553,0.0092608,0.0092608,0.0092608
226,4513.46,0.52759,0.27705,0.90534,0.99972,1,0.995,0.99398,0.16291,0.12005,0.79537,0.0092575,0.0092575,0.0092575
227,4533.25,0.52965,0.27669,0.91045,0.99972,1,0.995,0.99401,0.16644,0.11819,0.79544,0.0092542,0.0092542,0.0092542
228,4552.86,0.53074,0.27837,0.90671,0.99973,1,0.995,0.99347,0.16714,0.12009,0.7955,0.0092509,0.0092509,0.0092509
229,4572.93,0.52632,0.27548,0.90843,0.99973,1,0.995,0.99488,0.16591,0.11608,0.79532,0.0092476,0.0092476,0.0092476
230,4593.05,0.52773,0.28118,0.9169,0.99972,1,0.995,0.99491,0.16592,0.11883,0.79544,0.0092443,0.0092443,0.0092443
231,4612.6,0.5203,0.27505,0.91059,0.99971,1,0.995,0.9947,0.16918,0.1203,0.79594,0.009241,0.009241,0.009241
232,4632.45,0.52662,0.27708,0.91581,0.99971,1,0.995,0.995,0.16247,0.11516,0.79466,0.0092377,0.0092377,0.0092377
233,4651.94,0.53157,0.27754,0.91961,0.99972,1,0.995,0.99494,0.1629,0.1164,0.79469,0.0092344,0.0092344,0.0092344
234,4671.11,0.53084,0.28202,0.9095,0.99972,1,0.995,0.995,0.16211,0.11646,0.7955,0.0092311,0.0092311,0.0092311
235,4689.71,0.52146,0.27769,0.90797,0.99972,1,0.995,0.995,0.16078,0.11723,0.7955,0.0092278,0.0092278,0.0092278
236,4709.7,0.526,0.27998,0.90402,0.99972,1,0.995,0.99478,0.16342,0.12054,0.79546,0.0092245,0.0092245,0.0092245
237,4729.18,0.53196,0.27972,0.91584,0.99971,1,0.995,0.99463,0.16029,0.12108,0.79462,0.0092212,0.0092212,0.0092212
238,4748.31,0.52904,0.27724,0.91119,0.99972,1,0.995,0.99445,0.16338,0.11389,0.79473,0.0092179,0.0092179,0.0092179
239,4767.04,0.52803,0.27421,0.905,1,1,0.995,0.99479,0.16725,0.11617,0.79514,0.0092146,0.0092146,0.0092146
240,4785.78,0.52304,0.27765,0.90937,1,1,0.995,0.99494,0.16513,0.11585,0.79542,0.0092113,0.0092113,0.0092113
241,4805.14,0.52536,0.27781,0.90815,1,1,0.995,0.995,0.16095,0.11563,0.79547,0.009208,0.009208,0.009208
242,4824.75,0.53169,0.27718,0.91079,0.99972,1,0.995,0.995,0.16133,0.11746,0.79522,0.0092047,0.0092047,0.0092047
243,4848,0.51318,0.26892,0.91361,1,1,0.995,0.99497,0.16192,0.1165,0.79543,0.0092014,0.0092014,0.0092014
244,4871.97,0.52623,0.27754,0.90919,1,1,0.995,0.99488,0.16156,0.11514,0.7957,0.0091981,0.0091981,0.0091981
245,4895.77,0.52661,0.27843,0.91208,0.99972,1,0.995,0.9949,0.16387,0.11594,0.79566,0.0091948,0.0091948,0.0091948
246,4920.09,0.5286,0.27961,0.91587,0.99972,1,0.995,0.99482,0.16249,0.11358,0.79587,0.0091915,0.0091915,0.0091915
247,4944.67,0.51936,0.27498,0.90509,0.99972,1,0.995,0.99405,0.1655,0.11743,0.79621,0.0091882,0.0091882,0.0091882
248,4969.18,0.52838,0.27404,0.91077,0.99972,1,0.995,0.99469,0.16425,0.11653,0.79598,0.0091849,0.0091849,0.0091849
249,4993.49,0.5271,0.27561,0.90955,0.99972,1,0.995,0.99497,0.16614,0.11751,0.79688,0.0091816,0.0091816,0.0091816
250,5018.65,0.52205,0.27295,0.90874,0.99972,1,0.995,0.99483,0.16308,0.11844,0.79658,0.0091783,0.0091783,0.0091783
251,5044.78,0.52577,0.2783,0.91518,0.99972,1,0.995,0.99404,0.16504,0.11805,0.79675,0.009175,0.009175,0.009175
252,5069.22,0.52243,0.27453,0.90836,0.99972,1,0.995,0.99434,0.15981,0.11665,0.79665,0.0091717,0.0091717,0.0091717
253,5093.56,0.52158,0.27863,0.90655,0.99972,1,0.995,0.99459,0.16199,0.11597,0.79606,0.0091684,0.0091684,0.0091684
254,5117.89,0.51907,0.28046,0.9085,1,1,0.995,0.995,0.16002,0.11768,0.79566,0.0091651,0.0091651,0.0091651
255,5142.29,0.53453,0.28265,0.91324,0.99972,1,0.995,0.995,0.15599,0.11787,0.7944,0.0091618,0.0091618,0.0091618
256,5166.66,0.5094,0.26934,0.89826,0.99972,1,0.995,0.99482,0.16166,0.11961,0.79501,0.0091585,0.0091585,0.0091585
257,5191.35,0.53179,0.27461,0.91323,0.99972,1,0.995,0.99425,0.16064,0.1181,0.79492,0.0091552,0.0091552,0.0091552
258,5215.44,0.52692,0.27324,0.91014,1,1,0.995,0.99443,0.16107,0.11863,0.79563,0.0091519,0.0091519,0.0091519
259,5240.04,0.52303,0.27034,0.90113,0.99972,1,0.995,0.99407,0.16075,0.11674,0.79583,0.0091486,0.0091486,0.0091486
260,5264.36,0.51816,0.27049,0.90721,0.99972,1,0.995,0.995,0.16039,0.11858,0.79573,0.0091453,0.0091453,0.0091453
261,5289.08,0.51457,0.27058,0.90449,0.99972,1,0.995,0.99497,0.16174,0.11429,0.79574,0.009142,0.009142,0.009142
262,5313.7,0.52186,0.27304,0.90394,0.99973,1,0.995,0.99482,0.161,0.11524,0.79503,0.0091387,0.0091387,0.0091387
263,5338.08,0.52899,0.27289,0.91815,0.99971,1,0.995,0.99421,0.16356,0.11643,0.79593,0.0091354,0.0091354,0.0091354
264,5362.41,0.51597,0.26842,0.90082,0.99971,1,0.995,0.9938,0.16306,0.11492,0.79589,0.0091321,0.0091321,0.0091321
265,5387.25,0.51304,0.26873,0.90405,0.99972,1,0.995,0.99407,0.16382,0.11116,0.79564,0.0091288,0.0091288,0.0091288
266,5412.37,0.52192,0.27324,0.9048,1,1,0.995,0.99406,0.16218,0.11254,0.79505,0.0091255,0.0091255,0.0091255
267,5437.45,0.51192,0.27063,0.90075,1,1,0.995,0.99387,0.15904,0.11014,0.79445,0.0091222,0.0091222,0.0091222
268,5462.21,0.52337,0.27516,0.91033,0.99973,1,0.995,0.99468,0.16034,0.11175,0.7944,0.0091189,0.0091189,0.0091189
269,5486.85,0.51658,0.27295,0.90477,0.99973,1,0.995,0.99468,0.15832,0.11176,0.7942,0.0091156,0.0091156,0.0091156
270,5511.73,0.51741,0.2687,0.90632,0.99973,1,0.995,0.99417,0.15806,0.10939,0.79419,0.0091123,0.0091123,0.0091123
271,5536.58,0.50556,0.26087,0.90052,1,1,0.995,0.99464,0.15973,0.11125,0.79376,0.009109,0.009109,0.009109
272,5561.59,0.50926,0.26757,0.90598,1,1,0.995,0.99465,0.15737,0.10794,0.79339,0.0091057,0.0091057,0.0091057
273,5585.97,0.51985,0.2718,0.90787,0.99973,1,0.995,0.99492,0.15665,0.10758,0.79356,0.0091024,0.0091024,0.0091024
274,5613.31,0.51777,0.26676,0.90482,0.99972,1,0.995,0.9949,0.15604,0.10825,0.79374,0.0090991,0.0090991,0.0090991
275,5637.39,0.51866,0.27148,0.90523,0.99972,1,0.995,0.99472,0.15498,0.11023,0.79365,0.0090958,0.0090958,0.0090958
276,5662.37,0.51474,0.26849,0.9016,1,1,0.995,0.99499,0.15483,0.10861,0.79372,0.0090925,0.0090925,0.0090925
277,5687.01,0.52003,0.26761,0.91249,1,1,0.995,0.9949,0.15507,0.10952,0.79351,0.0090892,0.0090892,0.0090892
278,5711.48,0.51572,0.26894,0.91198,0.99972,1,0.995,0.99499,0.15463,0.10752,0.79433,0.0090859,0.0090859,0.0090859
279,5735.82,0.51651,0.27411,0.90159,1,1,0.995,0.99474,0.15503,0.10762,0.79437,0.0090826,0.0090826,0.0090826
280,5760.17,0.49978,0.26753,0.89849,0.99972,1,0.995,0.995,0.1584,0.1094,0.79444,0.0090793,0.0090793,0.0090793
281,5784.74,0.5258,0.27572,0.91646,0.99972,1,0.995,0.99476,0.15622,0.10732,0.79349,0.009076,0.009076,0.009076
282,5809.54,0.50006,0.26434,0.90066,0.99973,1,0.995,0.99499,0.15501,0.10976,0.79313,0.0090727,0.0090727,0.0090727
283,5833.82,0.50593,0.26585,0.90063,0.99973,1,0.995,0.99499,0.15417,0.10535,0.79347,0.0090694,0.0090694,0.0090694
284,5859.13,0.51234,0.27113,0.90549,1,1,0.995,0.99499,0.15315,0.10652,0.7934,0.0090661,0.0090661,0.0090661
285,5884.83,0.51311,0.26994,0.90457,1,1,0.995,0.995,0.15201,0.10817,0.79332,0.0090628,0.0090628,0.0090628
286,5910.14,0.51138,0.26993,0.90506,0.99972,1,0.995,0.995,0.15427,0.10611,0.79292,0.0090595,0.0090595,0.0090595
287,5934.89,0.5014,0.26413,0.90441,0.99972,1,0.995,0.995,0.15404,0.10733,0.79332,0.0090562,0.0090562,0.0090562
288,5959.52,0.51135,0.26834,0.90307,1,1,0.995,0.995,0.15449,0.10764,0.79354,0.0090529,0.0090529,0.0090529
289,5984.58,0.51044,0.27114,0.90554,0.99973,1,0.995,0.995,0.15682,0.10873,0.79403,0.0090496,0.0090496,0.0090496
290,6009.31,0.50219,0.27322,0.90219,0.99973,1,0.995,0.995,0.15678,0.10783,0.79392,0.0090463,0.0090463,0.0090463
291,6033.74,0.52632,0.27258,0.90756,0.99973,1,0.995,0.995,0.15512,0.10826,0.7936,0.009043,0.009043,0.009043
292,6058.23,0.50219,0.26534,0.89829,0.99973,1,0.995,0.995,0.15613,0.10895,0.79343,0.0090397,0.0090397,0.0090397
293,6084.57,0.49658,0.26684,0.90024,0.99973,1,0.995,0.995,0.15686,0.10645,0.79333,0.0090364,0.0090364,0.0090364
294,6108.97,0.50301,0.26557,0.9041,0.99972,1,0.995,0.99482,0.15607,0.10647,0.79357,0.0090331,0.0090331,0.0090331
295,6133.27,0.50468,0.2685,0.90471,0.99972,1,0.995,0.995,0.15577,0.1084,0.79327,0.0090298,0.0090298,0.0090298
296,6157.82,0.50601,0.26668,0.90101,1,1,0.995,0.995,0.1554,0.10748,0.79324,0.0090265,0.0090265,0.0090265
297,6182.25,0.50675,0.26759,0.90821,1,1,0.995,0.995,0.15406,0.10746,0.79293,0.0090232,0.0090232,0.0090232
298,6206.81,0.52211,0.27287,0.90941,1,1,0.995,0.995,0.15369,0.10818,0.79338,0.0090199,0.0090199,0.0090199
299,6231.49,0.50864,0.27084,0.90294,0.99972,1,0.995,0.995,0.15319,0.108,0.79358,0.0090166,0.0090166,0.0090166
300,6255.77,0.51195,0.27006,0.90808,1,1,0.995,0.995,0.15161,0.10524,0.79337,0.0090133,0.0090133,0.0090133
301,6280.05,0.51106,0.26548,0.90373,1,1,0.995,0.995,0.15044,0.10616,0.79363,0.00901,0.00901,0.00901
302,6304.1,0.52126,0.27501,0.91142,1,1,0.995,0.995,0.14902,0.10884,0.79333,0.0090067,0.0090067,0.0090067
303,6328.67,0.51737,0.27229,0.90597,1,1,0.995,0.995,0.14963,0.10965,0.7933,0.0090034,0.0090034,0.0090034
304,6354.28,0.49638,0.26501,0.89935,0.99972,1,0.995,0.99496,0.14995,0.10594,0.79354,0.0090001,0.0090001,0.0090001
305,6379.05,0.50157,0.26387,0.89488,0.99973,1,0.995,0.99497,0.1517,0.1107,0.79348,0.0089968,0.0089968,0.0089968
306,6403.66,0.50583,0.26655,0.89575,1,1,0.995,0.99497,0.15299,0.10908,0.79362,0.0089935,0.0089935,0.0089935
307,6427.75,0.50794,0.26382,0.90383,0.99972,1,0.995,0.99497,0.15307,0.10834,0.79324,0.0089902,0.0089902,0.0089902
308,6452.73,0.50117,0.26557,0.89828,0.99973,1,0.995,0.99496,0.15292,0.11013,0.7931,0.0089869,0.0089869,0.0089869
309,6477.09,0.5139,0.26896,0.90331,0.99973,1,0.995,0.99497,0.15235,0.10789,0.79277,0.0089836,0.0089836,0.0089836
310,6501.24,0.50844,0.26878,0.90205,0.99973,1,0.995,0.99496,0.15092,0.10809,0.79304,0.0089803,0.0089803,0.0089803
311,6526.55,0.51113,0.26758,0.90803,0.99972,1,0.995,0.99495,0.15086,0.10549,0.79283,0.008977,0.008977,0.008977
312,6551.2,0.49947,0.26243,0.89873,0.99973,1,0.995,0.99454,0.15094,0.10727,0.79258,0.0089737,0.0089737,0.0089737
313,6574.73,0.49513,0.26281,0.89273,0.99973,1,0.995,0.99455,0.14921,0.10507,0.79214,0.0089704,0.0089704,0.0089704
314,6598.34,0.50805,0.27005,0.90945,0.99973,1,0.995,0.99493,0.14857,0.10513,0.79221,0.0089671,0.0089671,0.0089671
315,6621.45,0.50885,0.26873,0.90263,0.99973,1,0.995,0.99451,0.14879,0.10903,0.79224,0.0089638,0.0089638,0.0089638
316,6645.24,0.49716,0.26136,0.89417,0.99973,1,0.995,0.99451,0.15056,0.10881,0.79261,0.0089605,0.0089605,0.0089605
317,6669.62,0.50172,0.26796,0.90581,1,1,0.995,0.99499,0.15086,0.11006,0.79277,0.0089572,0.0089572,0.0089572
318,6695.3,0.50055,0.26478,0.90232,1,1,0.995,0.99499,0.1512,0.10863,0.79277,0.0089539,0.0089539,0.0089539
319,6720.6,0.50774,0.26798,0.90373,1,1,0.995,0.99499,0.15137,0.1093,0.79297,0.0089506,0.0089506,0.0089506
320,6746,0.50209,0.27085,0.89867,0.99973,1,0.995,0.99499,0.15194,0.10892,0.79314,0.0089473,0.0089473,0.0089473
321,6771.21,0.50096,0.26046,0.8988,0.99973,1,0.995,0.99499,0.14948,0.10973,0.79268,0.008944,0.008944,0.008944
322,6795.64,0.49638,0.26433,0.89778,1,1,0.995,0.99499,0.1481,0.10863,0.79229,0.0089407,0.0089407,0.0089407
323,6819.61,0.50842,0.26716,0.91242,0.99973,1,0.995,0.99494,0.14729,0.10922,0.79276,0.0089374,0.0089374,0.0089374
324,6843.24,0.50681,0.26667,0.90071,0.99973,1,0.995,0.99494,0.14649,0.10795,0.79227,0.0089341,0.0089341,0.0089341
325,6866.82,0.50284,0.2712,0.9058,0.99973,1,0.995,0.99494,0.14815,0.1085,0.79257,0.0089308,0.0089308,0.0089308
326,6890.26,0.49734,0.26228,0.90585,0.99973,1,0.995,0.99493,0.14957,0.11075,0.79249,0.0089275,0.0089275,0.0089275
327,6914.43,0.50001,0.25885,0.90056,0.99973,1,0.995,0.99494,0.14924,0.10937,0.79247,0.0089242,0.0089242,0.0089242
328,6937.56,0.50673,0.26401,0.90157,1,1,0.995,0.99494,0.14971,0.10807,0.79233,0.0089209,0.0089209,0.0089209
329,6960.65,0.50238,0.26208,0.90219,1,1,0.995,0.995,0.15058,0.10979,0.79222,0.0089176,0.0089176,0.0089176
330,6984.38,0.50883,0.26136,0.90087,1,1,0.995,0.99491,0.15105,0.11059,0.79206,0.0089143,0.0089143,0.0089143
331,7008.14,0.51224,0.26752,0.91093,1,1,0.995,0.9949,0.15075,0.1097,0.79202,0.008911,0.008911,0.008911
332,7032.54,0.49452,0.25737,0.90065,1,1,0.995,0.9949,0.14986,0.10986,0.79218,0.0089077,0.0089077,0.0089077
